Data Medicao,INSOLACAO TOTAL; DIARIO(h),PRECIPITACAO TOTAL; DIARIO(mm),TEMPERATURA MEDIA COMPENSADA; DIARIA(°C),UMIDADE RELATIVA DO AR; MEDIA DIARIA(%),VENTO; VELOCIDADE MEDIA DIARIA(m/s),has_Foco
30/08,7.5,0.2,23.16,77.25,2.05776,0
31/08,9.9,0.0,22.96,77.0,2.2292400000000003,0
01/09,5.9,0.0,22.18,78.5,2.05776,0
02/09,7.0,0.0,21.06,81.25,2.05776,0
03/09,5.3,3.0,20.64,83.0,1.88628,0
04/09,5.5,1.3,20.8,87.0,3.77256,0
05/09,7.4,10.1,20.6,87.75,1.54332,0
06/09,5.7,1.2,20.74,90.0,2.05776,0
07/09,8.3,0.6,21.74,86.0,2.05776,0
08/09,9.5,2.4,21.44,76.75,1.88628,0
09/09,5.0,1.3,21.16,83.25,2.05776,0
10/09,5.7,0.3,20.98,84.5,2.5722,0
11/09,10.6,0.0,20.78,72.5,1.54332,0
12/09,8.7,1.0,21.22,76.75,2.05776,0
13/09,4.1,6.3,20.98,87.25,3.08664,0
14/09,2.9,4.8,21.1,84.0,1.54332,0
15/09,8.5,1.4,21.88,77.75,2.5722,0
16/09,3.1,1.9,21.3,89.75,1.7148,0
17/09,5.5,5.0,21.18,84.5,1.88628,0
18/09,9.8,0.0,20.98,78.5,2.05776,0
19/09,5.8,0.0,22.34,73.5,1.54332,0
20/09,9.0,0.0,22.64,73.75,1.54332,0
21/09,9.0,0.0,23.92,68.25,2.40072,0
22/09,6.5,0.0,24.58,74.0,2.40072,0
23/09,6.7,0.5,24.34,74.75,1.37184,0
24/09,3.6,0.2,23.4,78.0,2.5722,0
25/09,9.9,0.0,24.2,66.5,2.74368,0
26/09,8.8,0.0,23.2,72.75,1.88628,0
27/09,8.1,0.0,23.08,70.75,2.9151599999999998,0
28/09,7.9,0.0,23.38,71.5,1.54332,0
29/09,8.1,0.0,25.12,66.75,2.5722,0
30/09,8.0,0.0,24.5,73.0,3.25812,0
01/10,9.3,0.0,24.7,71.75,2.05776,0
02/10,9.2,0.0,24.48,65.0,1.88628,0
03/10,10.3,0.0,24.2,70.75,1.88628,0
04/10,7.7,0.0,24.2,65.0,1.88628,0
05/10,9.5,0.0,24.18,68.5,2.2292400000000003,0
06/10,9.2,0.0,24.46,66.5,3.08664,1
07/10,7.8,0.0,24.36,63.25,2.5722,1
08/10,10.8,0.0,25.9,57.0,1.37184,1
09/10,8.8,0.0,26.18,61.25,2.2292400000000003,1
10/10,10.6,0.0,28.3,57.0,3.77256,1
11/10,7.2,0.0,25.82,75.0,3.08664,0
12/10,6.8,96.4,23.36,83.5,2.5722,0
13/10,6.9,,,70.0,2.8294200000000003,0
14/10,9.8,0.0,24.28,66.0,2.31498,0
15/10,8.8,0.0,22.68,74.75,1.88628,0
16/10,8.3,0.0,24.66,67.0,1.54332,0
17/10,6.9,0.0,24.72,68.5,2.9151599999999998,0
18/10,4.9,0.1,24.58,79.0,1.54332,0
19/10,2.3,0.0,23.82,89.5,2.40072,0
20/10,2.8,6.7,24.48,81.25,1.54332,0
21/10,9.2,0.0,24.48,69.75,2.5722,0
22/10,6.7,0.0,24.42,75.0,1.37184,0
23/10,1.6,0.7,23.58,83.5,1.37184,0
24/10,7.3,0.0,24.54,64.75,2.9151599999999998,0
25/10,5.2,0.9,25.62,70.5,2.5722,0
26/10,4.2,3.1,23.54,89.75,1.37184,0
27/10,6.6,10.0,24.78,79.25,3.25812,0
28/10,6.9,2.3,25.2,83.25,2.05776,0
29/10,0.0,2.3,22.98,95.75,1.54332,0
30/10,3.9,0.9,27.3,46.75,1.02888,0
31/10,,0.3,,,2.05776,0
01/11,3.1,23.3,22.74,92.25,1.37184,0
02/11,0.0,12.6,20.84,97.0,2.2292400000000003,0
03/11,4.2,44.4,24.0,90.25,2.40072,0
04/11,0.0,35.0,20.08,98.0,1.54332,0
05/11,5.3,19.8,23.16,87.75,1.37184,0
06/11,0.7,46.8,22.8,92.75,2.40072,0
07/11,7.9,4.9,23.9,81.0,2.05776,0
08/11,9.0,0.0,24.12,80.0,3.25812,0
09/11,10.0,0.0,23.92,75.0,2.05776,0
10/11,9.7,0.0,22.94,73.25,1.7148,0
11/11,5.8,0.0,22.98,82.75,2.5722,0
12/11,8.3,0.1,23.66,74.5,1.37184,0
13/11,4.8,0.0,23.54,76.5,1.54332,0
14/11,7.7,0.0,24.42,78.25,2.05776,0
15/11,7.8,0.0,25.2,79.0,1.54332,0
16/11,3.3,0.0,24.88,78.0,1.37184,0
17/11,3.8,0.2,25.2,78.25,2.05776,0
18/11,2.1,0.0,24.98,83.0,1.54332,0
19/11,1.6,24.0,23.2,90.5,1.54332,0
20/11,5.6,33.1,24.3,89.25,1.54332,0
21/11,2.3,6.0,23.34,95.0,1.37184,0
22/11,0.5,30.4,21.68,94.25,1.37184,0
23/11,9.8,0.5,23.84,76.0,2.05776,0
24/11,7.8,0.0,23.38,81.5,2.05776,0
25/11,3.7,1.8,21.9,89.25,2.9151599999999998,0
26/11,2.4,7.0,21.74,93.25,2.05776,0
27/11,4.3,1.5,22.38,90.75,2.40072,0
28/11,2.3,6.1,21.64,88.5,2.05776,0
29/11,1.8,1.2,21.84,87.0,1.37184,0
30/11,7.8,9.4,22.22,80.75,1.37184,0
01/12,6.6,0.0,23.68,77.75,1.54332,0
02/12,8.4,0.8,24.0,78.5,1.88628,0
03/12,5.3,0.0,23.2,80.0,2.5722,0
04/12,7.5,0.0,24.9,80.25,1.54332,0
05/12,4.2,1.5,23.96,84.75,2.2292400000000003,0
06/12,8.5,0.0,23.68,78.25,2.40072,0
07/12,5.4,0.0,23.68,78.25,1.54332,0
08/12,5.4,0.0,23.12,83.0,1.7148,0
09/12,5.1,0.0,22.92,80.5,1.7148,0
10/12,4.8,0.0,22.88,83.0,2.40072,0
11/12,6.7,0.0,23.98,78.25,2.5722,0
12/12,10.1,,,72.0,2.31498,0
13/12,9.2,0.0,24.12,72.5,2.05776,0
14/12,10.9,0.0,23.82,80.5,1.20036,0
15/12,6.1,0.0,23.76,71.5,1.7148,0
16/12,6.9,0.0,24.12,73.5,1.54332,0
17/12,7.0,0.0,24.7,76.25,1.20036,0
18/12,7.6,0.0,25.58,69.5,1.54332,0
19/12,7.7,2.6,25.46,75.5,2.5722,0
20/12,1.6,0.5,23.84,82.25,2.9151599999999998,0
21/12,5.1,0.1,24.12,77.25,1.88628,0
22/12,9.1,0.0,25.22,70.0,2.05776,0
23/12,9.6,0.0,26.62,60.75,1.54332,0
24/12,7.5,0.0,24.28,71.0,2.05776,0
25/12,11.1,0.0,23.98,73.0,0.77166,0
26/12,10.4,0.0,25.18,69.25,2.5722,0
27/12,10.7,0.0,25.5,63.75,2.05776,0
28/12,8.9,0.8,24.14,75.25,2.5722,0
29/12,7.1,0.0,24.42,75.25,2.05776,0
30/12,10.8,0.0,24.64,66.25,1.54332,0
